categories,rating_count,rating_min,rating_max,rating_mean,rating_std
Novelties Store,299,1.0,5.0,4.531772575250836,0.9384553933382381
Athletic Field,299,1.0,5.0,4.454849498327759,0.9833180171800078
Grocery Delivery Service,299,1.0,5.0,4.120401337792642,1.2580819958119278
Company,298,1.0,5.0,4.302013422818792,1.2043954180631646
Research Foundation,297,1.0,5.0,4.393939393939394,1.119406652236466
Trailer Repair Shop,296,1.0,5.0,4.111486486486487,1.4698333192091695
Airbrushing Service,296,1.0,5.0,4.635135135135135,1.0026990602396137
Psychiatrist,296,1.0,5.0,3.739864864864865,1.5933863253073912
Evangelical Church,295,1.0,5.0,4.806779661016949,0.6850851297167884
Townhouse Complex,295,1.0,5.0,3.328813559322034,1.6507111276738897
Filipino Restaurant,295,1.0,5.0,4.101694915254237,1.0480775282612287
Antique Furniture Restoration...,293,1.0,5.0,4.675767918088737,0.9547967441638335
Bead Store,293,1.0,5.0,4.184300341296928,1.2276045579021262
Observatory,291,1.0,5.0,4.529209621993127,0.8231598458192478
Fingerprinting Service,291,1.0,5.0,4.6563573883161515,0.9240759388701086
Musician,291,1.0,5.0,4.869415807560137,0.5602887207911748
Van Rental Agency,290,1.0,5.0,4.141379310344828,1.4083333892266405
Auto Tag Agency,288,1.0,5.0,4.034722222222222,1.5252266385286066
Newspaper Publisher,287,1.0,5.0,3.64808362369338,1.4858969248586207
Social Security Office,287,1.0,5.0,3.048780487804878,1.5726209395394946
North African Restaurant,286,1.0,5.0,4.0174825174825175,1.096905675569599
Washer & Dryer Store,286,1.0,5.0,4.083916083916084,1.4772972167501006
Jewelry Engraver,286,1.0,5.0,4.524475524475524,1.141449788075276
Beverage Distributor,286,1.0,5.0,4.4020979020979025,1.0608813635720684
Photo Restoration Service,286,1.0,5.0,4.458041958041958,1.1891269147092662
Stone Supplier,284,1.0,5.0,4.380281690140845,1.2734438677569875
Canoe & Kayak Tour Agency,282,1.0,5.0,4.386524822695035,1.1642186057674442
Festival,281,1.0,5.0,4.313167259786477,1.1187385771783804
Souvenir Store,281,1.0,5.0,4.270462633451957,1.0879942880917077
Modeling Agency,280,1.0,5.0,3.7964285714285713,1.7053536075486844
Homeowners' Association,280,1.0,5.0,3.85,1.5926578853554667
Physicians & Surgeons,280,1.0,5.0,3.9392857142857145,1.5449859438908427
Firewood Supplier,280,1.0,5.0,3.975,1.513173929362316
Donations Center,279,1.0,5.0,3.7670250896057347,1.3595606447857564
Leather Repair Service,279,1.0,5.0,4.354838709677419,1.372744674554505
Rock Landscaping Contractor,278,1.0,5.0,4.683453237410072,0.7974324431671149
Snowboard Rental Service,278,1.0,5.0,4.287769784172662,1.226921858330158
Produce Wholesaler,277,1.0,5.0,4.184115523465704,1.20627902578767
Cardiologist,277,1.0,5.0,3.6028880866425994,1.6311257887972024
Magician,277,1.0,5.0,4.765342960288809,0.8070057656950896
Otolaryngologist,276,1.0,5.0,4.286231884057971,1.321689939102649
Money Transfer Service,276,1.0,5.0,3.6956521739130435,1.5450034217187127
Austrian Restaurant,275,0.0,5.0,4.218181818181818,0.9906664624454593
Water Sports Equipment Rental...,275,1.0,5.0,4.374545454545455,1.1997898510968317
Sheriff's Department,273,1.0,5.0,3.293040293040293,1.616273828991321
Sewing Machine Repair Service,273,1.0,5.0,4.347985347985348,1.2890109522725743
Furniture Maker,272,1.0,5.0,4.448529411764706,1.1254837611217365
Resume Service,271,1.0,5.0,4.708487084870849,0.8299274392753928
Naturopathic Practitioner,271,1.0,5.0,4.760147601476015,0.7827056447230101
Talent Agency,270,1.0,5.0,3.859259259259259,1.6570810676840084
Bus Tour Agency,270,1.0,5.0,4.2,1.3150543828069527
Bible Church,270,1.0,5.0,4.7481481481481485,0.7923286325669453
Floor Refinishing Service,269,1.0,5.0,4.516728624535316,1.1608905504441038
Airport Hotel,269,1.0,5.0,3.8550185873605947,1.2657157212291605
Used CD Store,268,1.0,5.0,4.003731343283582,1.2822561294397574
Seafood Wholesaler,266,1.0,5.0,4.345864661654136,1.0059829533193547
Preparatory School,266,1.0,5.0,4.409774436090226,1.096021254555933
Elder Law Attorney,266,1.0,5.0,4.793233082706767,0.7809713824362728
Toner Cartridge Supplier,266,1.0,5.0,4.481203007518797,1.1597104632762567
Business to Business Service,265,1.0,5.0,4.192452830188679,1.38605733852653
Telecommunications,265,1.0,5.0,2.9358490566037734,1.63056672844679
Israeli Restaurant,264,1.0,5.0,4.140151515151516,1.001547080721939
Racquetball Club,264,1.0,5.0,3.4204545454545454,1.4596337181231192
Emergency Services,261,1.0,5.0,4.157088122605364,1.4176895979200428
Spice Store,261,1.0,5.0,4.406130268199234,1.1282222086963616
Creole Restaurant,261,1.0,5.0,4.10727969348659,1.1815833063869061
Barber School,261,1.0,5.0,4.432950191570881,1.14703066210859
Senior Citizen Center,261,1.0,5.0,4.494252873563219,1.0510825542311217
New England Restaurant,260,1.0,5.0,4.046153846153846,0.9853093782333401
Tent Rental Service,259,1.0,5.0,4.463320463320463,1.17533030884501
Foundation,259,1.0,5.0,4.474903474903475,1.061275509799909
Trailer Hitch Supplier,259,1.0,5.0,3.6447876447876446,1.6627711800984932
Landmark,258,1.0,5.0,4.48062015503876,0.8741935711863121
Divorce Service,258,1.0,5.0,4.457364341085271,1.2319214180935953
Hypnotherapy Service,257,1.0,5.0,4.739299610894942,0.8694760318944454
Dog Breeder,257,1.0,5.0,4.186770428015564,1.3989882218042735
Oriental Rug Store,257,1.0,5.0,4.747081712062257,0.8444680076552978
Sheet Metal Contractor,257,1.0,5.0,4.424124513618677,1.19368525350521
Electric Vehicle Charging...,256,1.0,5.0,4.3828125,1.0998830151697152
Fashion Designer,256,1.0,5.0,4.37109375,1.2362912496339882
Birth Center,256,1.0,5.0,3.94140625,1.5030962733180948
Hospice,255,1.0,5.0,4.011764705882353,1.5356199931351342
Trucking School,252,1.0,5.0,4.111111111111111,1.3984751070560153
Christmas Tree Farm,252,1.0,5.0,4.400793650793651,1.2280257230098528
Dominican Restaurant,251,1.0,5.0,3.8884462151394423,1.1222771387209214
Canoe & Kayak Store,251,1.0,5.0,4.4541832669322705,1.0473263246375912
Fertility Physician,250,1.0,5.0,4.364,1.2154890598514134
Puerto Rican Restaurant,250,1.0,5.0,4.008,1.1229336221160688
Heating Oil Supplier,250,1.0,5.0,3.816,1.6151093812039514
Plastic Fabrication Company,250,1.0,5.0,3.988,1.3984558322876837
Rare Book Store,249,1.0,5.0,4.329317269076305,1.0414707031632482
Air Compressor Repair Service,249,1.0,5.0,4.437751004016064,1.2103137765682925
Electronics,249,1.0,5.0,4.104417670682731,1.4553642994805862
Furniture Rental Service,249,1.0,5.0,3.610441767068273,1.5544069134052472
Candle Store,247,1.0,5.0,4.510121457489879,1.058693581263837
Speech Pathologist,247,1.0,5.0,4.315789473684211,1.2741463283577787
Public Beach,246,1.0,5.0,4.349593495934959,0.9300756154240925
Synagogue,245,1.0,5.0,4.518367346938776,1.0385348817294255
Telecommunications Contractor,245,1.0,5.0,3.2448979591836733,1.8369010370384324
Taiwanese Restaurant,244,1.0,5.0,3.9139344262295084,0.9410453493811288
Amusement Park Ride,244,1.0,5.0,4.405737704918033,1.0200297889887044
Food and Drink,243,1.0,5.0,4.049382716049383,1.2388467834737156
County Courthouse,242,1.0,5.0,2.987603305785124,1.6460222516020575
Diesel Fuel Supplier,242,1.0,5.0,3.9628099173553717,1.3674722861342463
Meeting Planning Service,241,1.0,5.0,4.174273858921162,1.1304138215813395
Industrial Equipment Supplier,241,1.0,5.0,4.365145228215767,1.277802834160087
Furniture Repair Shop,241,1.0,5.0,4.485477178423237,1.20103977543849
Hearing Aid Store,241,1.0,5.0,4.522821576763485,1.0330466295699516
Neurologist,240,1.0,5.0,3.720833333333333,1.6469774945346052
Hindu Temple,238,1.0,5.0,4.73109243697479,0.6775169232519366
Modern European Restaurant,238,1.0,5.0,4.2100840336134455,0.8356401783521955
Racecourse,237,1.0,5.0,4.059071729957806,1.233661004347049
Sports Equipment Rental...,237,1.0,5.0,4.620253164556962,0.9473933570192821
Building,237,1.0,5.0,4.350210970464135,0.991344937855307
T-shirt Company,236,1.0,5.0,4.826271186440678,0.6961203082742077
Fishing Area,236,1.0,5.0,4.444915254237288,0.945951953944054
Moped Dealer,235,1.0,5.0,4.038297872340426,1.5059076247037044
Drama School,235,1.0,5.0,4.608510638297872,0.9290721838208215
SCUBA Tour Agency,234,1.0,5.0,4.722222222222222,0.8362609518504918
Airline,234,1.0,5.0,3.452991452991453,1.5885628049700646
Swimming Pool,233,1.0,5.0,3.9141630901287554,1.323337053076646
Bird Shop,233,1.0,5.0,4.1072961373390555,1.3870049545049297
X-ray Lab,232,1.0,5.0,3.831896551724138,1.5182069133278142
Swimwear Store,231,1.0,5.0,4.203463203463204,1.2639435001083767
Budget Hotel,230,1.0,5.0,3.752173913043478,1.355683351500209
Volunteer Organization,230,1.0,5.0,4.51304347826087,1.0140085819237048
Tuscan Restaurant,229,1.0,5.0,4.008733624454148,1.0429010919089057
Audio Visual Equipment Repair...,228,1.0,5.0,4.065789473684211,1.4811787749670653
Cantonese Restaurant,227,1.0,5.0,3.9030837004405288,1.10882988914068
Luggage Store,226,1.0,5.0,4.1371681415929205,1.28365413758383
Tai Chi School,226,1.0,5.0,4.884955752212389,0.5773843301476913
Drug Testing Service,225,1.0,5.0,4.302222222222222,1.3015253566366862
Japanese Grocery Store,224,1.0,5.0,4.558035714285714,0.7312546369153847
Australian Restaurant,224,1.0,5.0,4.241071428571429,0.8756346650424245
Hot Spring,224,1.0,5.0,4.299107142857143,1.1655746315242057
Religious Goods Store,224,1.0,5.0,4.419642857142857,1.1453817806506736
Well Drilling Contractor,224,1.0,5.0,4.584821428571429,1.0764257264906227
Audio Visual Equipment Rental...,222,1.0,5.0,4.486486486486487,1.100101721868979
Bingo Hall,222,1.0,5.0,3.9594594594594597,1.2809695407824406
Dance Store,222,1.0,5.0,4.315315315315315,1.240215876566802
Hairdresser,220,1.0,5.0,4.827272727272727,0.6531845545223038
Water Utility Company,218,1.0,5.0,2.743119266055046,1.6230123311868925
Real Estate Agents,217,1.0,5.0,4.668202764976958,0.9815676215794101
Sichuan Restaurant,216,1.0,5.0,3.8564814814814814,1.017408760381972
Family Planning Center,216,1.0,5.0,3.5694444444444446,1.5979031803095614
Air Filter Supplier,215,1.0,5.0,4.660465116279069,0.995818250617763
Performing Arts,215,1.0,5.0,4.246511627906977,1.0229490164640271
Frozen Dessert Supplier,214,1.0,5.0,4.602803738317757,0.7849473465700535
Wellness Center,213,1.0,5.0,4.690140845070423,0.9455688508867065
Garbage Dump,213,1.0,5.0,4.070422535211268,1.3973419206705824
Fax Service,212,1.0,5.0,4.169811320754717,1.407304560274308
Coffee Store,212,1.0,5.0,4.367924528301887,1.0148235127595042
Chophouse Restaurant,211,1.0,5.0,4.037914691943128,1.1374505378350364
Custom Label Printer,211,1.0,5.0,4.606635071090047,1.0008346776101527
Environmental Consultant,211,1.0,5.0,4.701421800947867,0.9416034284532082
Central American Restaurant,209,1.0,5.0,4.090909090909091,1.0680516212872233
Aircraft Rental Service,209,1.0,5.0,4.440191387559809,1.2039645893569577
Sunroom Contractor,208,1.0,5.0,4.625,1.0739560710346008
Veterans Organization,208,1.0,5.0,4.264423076923077,1.2246595322372935
Metaphysical Supply Store,207,1.0,5.0,4.400966183574879,1.2261705458820817
Opera House,207,1.0,5.0,4.526570048309178,0.8802136345226151
Laboratory,207,1.0,5.0,4.028985507246377,1.4611906419156782
Chamber of Commerce,206,1.0,5.0,4.451456310679611,1.1240487861706396
Woodworker,205,1.0,5.0,4.580487804878048,0.9546633510411605
Courthouse,204,1.0,5.0,2.9754901960784315,1.6443326329502745
Marble Supplier,204,1.0,5.0,4.446078431372549,1.2524003804814334
Mulch Supplier,204,1.0,5.0,4.303921568627451,1.2963701934815073
Magazine Store,203,1.0,5.0,4.45320197044335,0.8683243756697356
Sports,203,1.0,5.0,3.9408866995073892,1.2921902512847288
Importer,203,1.0,5.0,4.374384236453202,1.2218043750287484
Engineering Consultant,203,1.0,5.0,4.566502463054187,1.0384971451758824
Passport Office,201,1.0,5.0,4.378109452736318,1.2908595616720657
Welding Supply Store,200,1.0,5.0,4.2,1.3672405544264488
Garbage Dump Service,200,1.0,5.0,4.425,1.2458473736344915
Pet Care,200,1.0,5.0,4.23,1.3513812029841525
Perfume Store,200,1.0,5.0,4.16,1.2418174393862484
Bank or ATM,199,1.0,5.0,3.0150753768844223,1.6158226066959924
Safety Equipment Supplier,198,1.0,5.0,4.242424242424242,1.3637132727119519
Band,198,1.0,5.0,4.454545454545454,1.124464698569719
Process Server,198,1.0,5.0,4.424242424242424,1.302795970959149
Exporter,198,1.0,5.0,3.611111111111111,1.5496119631451664
Basketball Club,198,1.0,5.0,4.348484848484849,1.1420760894903237
Military Recruiting Office,197,1.0,5.0,4.248730964467005,1.3754631552812713
Piano Tuning Service,197,1.0,5.0,4.893401015228426,0.5836261616219548
Refrigerator Store,197,1.0,5.0,3.83248730964467,1.5210631372300676
Public Health Department,197,1.0,5.0,3.4568527918781724,1.5167151144573217
Golf,196,1.0,5.0,4.005102040816326,1.1701301658016046
Real Estate School,196,1.0,5.0,4.612244897959184,0.9621839800746519
Paralegal Services Provider,196,1.0,5.0,4.525510204081633,1.165469970088202
Québécois Restaurant,196,1.0,5.0,4.01530612244898,1.2789300047659091
Money Order Service,196,1.0,5.0,3.7346938775510203,1.5495310814808279
Soccer Club,194,1.0,5.0,4.139175257731959,1.249336130532149
Wildlife Rescue Service,194,1.0,5.0,4.664948453608248,0.8793003857122198
Automobile Repairing & Service,194,1.0,5.0,4.185567010309279,1.466940681080048
Cider Mill,194,1.0,5.0,4.479381443298969,1.1067796860424608
Engraver,193,1.0,5.0,4.585492227979275,1.017655030773214
Warehousing Service,193,1.0,5.0,3.621761658031088,1.638388119584989
Psychiatric Hospital,193,1.0,5.0,2.8082901554404147,1.6328444247298428
Furnace Parts Supplier,193,1.0,5.0,4.512953367875648,1.155191219245737
Currency Exchange Service,192,1.0,5.0,3.578125,1.6321830770041206
Swedish Restaurant,191,1.0,5.0,4.198952879581152,0.8779155653439821
Electrolysis Hair Removal...,191,1.0,5.0,4.633507853403142,0.9956366641718568
Gastroenterologist,190,1.0,5.0,3.9263157894736844,1.598558247665047
Ducati Dealer,189,1.0,5.0,4.428571428571429,1.1901316624055436
Addiction Treatment Center,189,1.0,5.0,3.9576719576719577,1.5361969061188154
Shanghainese Restaurant,189,1.0,5.0,3.8835978835978837,0.9493535130611009
Sewage Disposal Service,189,1.0,5.0,4.587301587301587,0.9941571962731659
Boot Repair Shop,188,1.0,5.0,4.276595744680851,1.339680345935779
Orchestra,188,1.0,5.0,4.441489361702128,0.9026295009188445
Pipe Supplier,187,1.0,5.0,4.144385026737968,1.3817193673453296
Printer Repair Service,187,1.0,5.0,4.459893048128342,1.2409872887606026
Valet Parking Service,186,1.0,5.0,4.290322580645161,1.3321849166448354
Employment Center,186,1.0,5.0,3.8118279569892475,1.563803365144033
Housing Authority,185,1.0,5.0,3.4162162162162164,1.5125406055479163
Parking,185,1.0,5.0,3.8756756756756756,1.294093061090974
Christian Book Store,185,1.0,5.0,4.34054054054054,1.2325872972566292
GPS Supplier,185,1.0,5.0,3.9945945945945946,1.523359050489986
Digital Printer,184,1.0,5.0,4.701086956521739,0.9070452317864494
Nursing School,183,1.0,5.0,3.9726775956284155,1.4729491012336293
BMW Motorcycle Dealer,183,1.0,5.0,4.147540983606557,1.4392771259521693
Weddings,181,1.0,5.0,4.502762430939226,0.9923278434080884
Cruise Line Company,181,1.0,5.0,4.066298342541437,1.2092339629550204
Video Camera Repair Service,180,1.0,5.0,3.95,1.507059736798555
Stock Broker,180,1.0,5.0,4.405555555555556,1.1369724682437927
University Hospital,180,1.0,5.0,3.7555555555555555,1.584217630153646
Eye Care,180,1.0,5.0,3.7,1.5745887110412509
Triumph Motorcycle Dealer,179,1.0,5.0,4.614525139664805,1.0011292349896508
Wood Stove Shop,178,1.0,5.0,4.095505617977528,1.475556783726793
Southern Italian Restaurant,178,1.0,5.0,4.179775280898877,1.0950509907670345
Beauty Salons,178,1.0,5.0,4.308988764044944,1.2844256514529473
Special Education School,178,1.0,5.0,4.258426966292135,1.3448213279988024
City Courthouse,178,1.0,5.0,2.4887640449438204,1.5810986813149461
Attorneys,177,1.0,5.0,3.983050847457627,1.5900063474401116
License Bureau,176,1.0,5.0,3.6193181818181817,1.577510367965599
Neon Sign Shop,175,1.0,5.0,4.565714285714286,1.1371326253139367
Auto Sunroof Shop,174,1.0,5.0,4.718390804597701,0.9224281522698267
Asbestos Testing Service,173,1.0,5.0,4.6531791907514455,0.9313367220275467
Patio Enclosure Supplier,173,1.0,5.0,4.676300578034682,0.9082081527174564
City Hall,172,1.0,5.0,3.9127906976744184,1.384314512452515
Modern British Restaurant,171,1.0,5.0,4.140350877192983,0.8139648024886594
Nursing Agency,171,1.0,5.0,3.953216374269006,1.5522767548008352
Helicopter Tour Agency,171,1.0,5.0,4.321637426900585,1.2539583010246529
Handicapped Transportation...,170,1.0,5.0,3.6294117647058823,1.7569017599011083
Airport Terminal,169,1.0,5.0,3.863905325443787,1.1335516836716377
Accounting,169,1.0,5.0,4.136094674556213,1.3798503681930239
Drum Store,168,1.0,5.0,4.279761904761905,1.247395347334613
Transportation Infrastructure,168,1.0,5.0,3.8214285714285716,1.5097345944786495
Delicatessens,168,1.0,5.0,4.196428571428571,1.1646434450718572
Hearing Aid Equipment Store,168,1.0,5.0,4.535714285714286,1.1261340638905195
Market Researcher,168,1.0,5.0,4.4226190476190474,1.2112102316541744
Electrical Engineer,167,1.0,5.0,4.610778443113772,1.0051092334163318
Environmental Program,167,1.0,5.0,4.37125748502994,1.194823261437923
Tack Shop,166,1.0,5.0,4.150602409638554,1.4296321623941362
Knit Shop,166,1.0,5.0,4.445783132530121,1.0473980696563385
Movie Studio,166,1.0,5.0,4.295180722891566,1.1665440920327204
Cake Shop,165,1.0,5.0,4.357575757575757,1.282867952976679
Lawn Equipment Rental Service,165,1.0,5.0,4.284848484848485,1.2963648077250693
Land Surveyor,165,1.0,5.0,4.666666666666667,0.9584879691429985
Ukrainian Restaurant,164,1.0,5.0,3.8780487804878048,1.007825137019473
Asphalt Contractor,164,1.0,5.0,4.286585365853658,1.3188824228977727
News Service,163,1.0,5.0,3.8895705521472395,1.392245432853098
Youth Center,163,1.0,5.0,4.214723926380368,1.1901982991141091
Nepalese Restaurant,163,1.0,5.0,4.122699386503068,1.0586096526709063
Ferry Service,163,1.0,5.0,4.220858895705521,1.0944559496140929
Art,162,1.0,5.0,4.432098765432099,0.9644394195134862
Stereo Repair Service,162,1.0,5.0,4.222222222222222,1.387611558941953
Lighthouse,162,1.0,5.0,4.537037037037037,0.757069282985947
Demolition Contractor,161,1.0,5.0,4.6397515527950315,1.003449021070926
Radiator Shop,161,1.0,5.0,4.440993788819876,1.139323925058708
Video Game Rental Service,161,1.0,5.0,4.012422360248447,1.3828755260314987
Sharpening Service,161,1.0,5.0,4.24223602484472,1.3498907248159384
Dental School,161,1.0,5.0,4.372670807453416,1.2787683321090526
Health Clubs Studios...,161,1.0,5.0,3.5527950310559007,1.4093465734073911
Pentecostal Church,160,1.0,5.0,4.68125,0.8568765496754173
STD Testing Service,160,1.0,5.0,4.075,1.47324140980775
Fertilizer Supplier,160,1.0,5.0,4.5875,0.9069091887998267
Radiator Repair Service,160,1.0,5.0,4.16875,1.4107488309940017
Hockey Club,159,1.0,5.0,4.283018867924528,1.1425713587204656
Model Train Store,159,1.0,5.0,4.062893081761007,1.305710605263919
Free Clinic,159,1.0,5.0,4.786163522012578,0.7824400318689357
Mandarin Restaurant,158,1.0,5.0,4.031645569620253,1.1643367542943186
Interior Decoration,158,1.0,5.0,4.531645569620253,0.9947050010852807
Boat Club,158,1.0,5.0,3.7088607594936707,1.5446797844665239
Metal Supplier,158,1.0,5.0,4.2215189873417724,1.299796249204506
Pond Fish Supplier,157,1.0,5.0,3.8917197452229297,1.4744821682690923
Piano Repair Service,157,1.0,5.0,4.8789808917197455,0.5587338992269517
Whale Watching Tour Agency,157,1.0,5.0,4.452229299363057,1.052748903954343
Services,157,1.0,5.0,4.178343949044586,1.3469014046177348
Corporate Headquarters,156,1.0,5.0,4.217948717948718,1.2866303667250314
Laundry,155,1.0,5.0,4.077419354838709,1.3267257023338876
Soccer Store,154,1.0,5.0,4.487012987012987,1.086079553815399
Picnic Ground,153,1.0,5.0,4.411764705882353,0.8997763740062383
Youth Social Services...,153,1.0,5.0,3.9607843137254903,1.3222904417653107
Football Club,153,1.0,5.0,4.42483660130719,1.0923948248634157
Hearing Aid Repair Service,152,1.0,5.0,4.868421052631579,0.4839710259828965
Ambulance Service,151,1.0,5.0,3.6026490066225167,1.5961598508030685
Wholesale Plant Nursery,150,1.0,5.0,4.3933333333333335,1.1463198580685223
Gas and Automotive,149,1.0,5.0,3.7449664429530203,1.5732320081822064
Mountain Cabin,149,2.0,5.0,4.818791946308725,0.5333941709058334
Occupational Medical Physician,149,1.0,5.0,4.389261744966443,1.2450518788494975
Emergency Training School,148,1.0,5.0,4.783783783783784,0.7146717103767266
Gambling Area,147,1.0,5.0,4.122448979591836,1.181466230821207
Conservation Department,147,1.0,5.0,4.414965986394558,0.9920474014785563
Desert,147,1.0,5.0,4.204081632653061,1.2159824682755422
Fishing Lake,147,1.0,5.0,4.26530612244898,1.1954624863759304
Internet,147,2.0,5.0,4.462585034013605,0.7609664803117463
Lawn Irrigation Equipment...,146,1.0,5.0,4.493150684931507,1.1401547102671439
Gas Logs Supplier,146,1.0,5.0,4.267123287671233,1.4397849259424778
Scrapbooking Store,146,1.0,5.0,4.061643835616438,1.282360983873784
Bird Control Service,146,1.0,5.0,4.712328767123288,0.9318791109224638
Fishing Pier,146,1.0,5.0,4.102739726027397,1.1903604325482584
Magazine Publisher,145,1.0,5.0,4.317241379310345,1.2001356883694794
Used Office Furniture Store,144,1.0,5.0,4.402777777777778,1.1785937124739547
Dating Service,144,1.0,5.0,3.8958333333333335,1.5315733032463004
Mobile Home Dealer,143,1.0,5.0,3.4615384615384617,1.634871880965681
Radiologist,143,1.0,5.0,4.020979020979021,1.4986779689067156
Lutheran Church,143,1.0,5.0,4.713286713286713,0.8526873642550635
Agricultural Service,142,1.0,5.0,3.711267605633803,1.6783180786934886
Homeless Shelter,142,1.0,5.0,3.352112676056338,1.558309609249039
Civic Center,142,1.0,5.0,4.126760563380282,1.103567104262821
Endocrinologist,142,1.0,5.0,3.767605633802817,1.6488357936974698
Clubs,141,1.0,5.0,3.9078014184397163,1.3032964207284878
Indoor Golf Course,141,1.0,5.0,4.716312056737588,0.7775992461668866
Fire Protection System...,141,1.0,5.0,4.709219858156028,0.91447882965575
Dock,141,1.0,5.0,3.9858156028368796,1.388657191075696
Engineer,141,1.0,5.0,4.23404255319149,1.3397137107411123
Decal Supplier,141,1.0,5.0,4.553191489361702,1.1239314411913566
Skylight Contractor,140,1.0,5.0,4.4714285714285715,1.1407611818421703
Vacuum Cleaning System...,139,1.0,5.0,4.496402877697841,1.1381022897879807
Fireworks Store,139,1.0,5.0,4.223021582733813,1.2160947561981135
Tractor Dealer,139,1.0,5.0,3.683453237410072,1.606309891334892
Bowling Supply Shop,139,1.0,5.0,3.985611510791367,1.3778033951941655
Table & Chair Rental Service,138,1.0,5.0,4.2898550724637685,1.2911992872057558
Assemblies of God Church,138,1.0,5.0,4.659420289855072,0.9551732124922104
Hockey Supply Store,138,1.0,5.0,4.333333333333333,1.2102562516455764
Video Duplication Service,137,1.0,5.0,4.45985401459854,1.1758263586050375
Iron Works,137,1.0,5.0,4.518248175182482,1.1763739762821397
Regional Airport,137,1.0,5.0,4.291970802919708,1.0084976008429412
Steel Fabricator,137,1.0,5.0,4.489051094890511,1.0718098240083012
Motor Vehicle Dealer,136,1.0,5.0,3.9338235294117645,1.5453740090627617
Pharmaceutical Company,136,1.0,5.0,3.3529411764705883,1.7660561283169944
Doll Store,136,1.0,5.0,4.198529411764706,1.2099577766809726
Housing Development,135,1.0,5.0,3.740740740740741,1.5109696548755276
Federal Government Contractors,135,1.0,5.0,3.8740740740740742,1.4732927363594102
Vending Machine Supplier,135,1.0,5.0,3.5407407407407407,1.5247361551202196
Furnace Store,135,1.0,5.0,4.318518518518519,1.3307603698517394
Cathedral,134,1.0,5.0,4.58955223880597,0.9194039141753556
Sculpture Museum,133,1.0,5.0,4.2330827067669174,0.9991452259315001
Air Force Base,133,1.0,5.0,4.135338345864661,1.210947255608988
Yogurt,133,1.0,5.0,4.2631578947368425,1.2364093715154751
Balloon Artist,133,1.0,5.0,4.7518796992481205,0.8385233687641296
Dried Flower Shop,133,1.0,5.0,4.293233082706767,1.3471741180529668
Convention Information Bureau,133,1.0,5.0,4.323308270676692,1.0116658343098601
Cutlery Store,132,1.0,5.0,4.484848484848484,1.029969602196137
Powder Coating Service,132,1.0,5.0,4.143939393939394,1.5038504054926451
Silk Plant Shop,132,1.0,5.0,4.696969696969697,0.8731743784937364
Higher Education,132,1.0,5.0,4.2727272727272725,1.248454978543076
Wax Museum,131,1.0,5.0,4.221374045801527,1.1044669882999103
Steel Distributor,131,1.0,5.0,3.9083969465648853,1.4166611976452526
Satellite Communication...,131,1.0,5.0,3.2442748091603053,1.7632644683760472
Stage Lighting Equipment...,130,1.0,5.0,4.823076923076923,0.6283408028925119
Quilt Shop,130,1.0,5.0,4.3,1.1657249798653926
Rental,129,1.0,5.0,3.8217054263565893,1.5023399062124554
Dentists,129,1.0,5.0,4.10077519379845,1.4729061475124086
Trailhead,129,1.0,5.0,4.372093023255814,0.9019923038912632
Oncologist,129,1.0,5.0,3.6511627906976742,1.7123228137838529
Mediation Service,129,1.0,5.0,4.627906976744186,1.0313050549081342
Yacht Club,128,1.0,5.0,4.4296875,1.1131539482921602
Foods-carry Out,128,1.0,5.0,3.390625,1.4099442944264948
United Methodist Church,127,1.0,5.0,4.708661417322834,0.7777688502710449
Korean Grocery Store,127,1.0,5.0,4.133858267716535,0.9869160296569314
Homeopath,127,1.0,5.0,4.6141732283464565,1.0767915606058014
Structural Engineer,127,1.0,5.0,4.637795275590551,1.0209650845092735
Clothing,127,1.0,5.0,4.086614173228346,1.2972719975666402
Mammography Service,127,1.0,5.0,3.795275590551181,1.6052423180434614
School District,126,1.0,5.0,3.880952380952381,1.4288856797218892
Reproductive Health Clinic,126,1.0,5.0,4.063492063492063,1.4845661008983426
Skeet Shooting Range,125,1.0,5.0,4.176,1.27040760540504
Cambodian Restaurant,125,1.0,5.0,4.2,0.9503819266229829
Pennsylvania Dutch Restaurant,125,1.0,5.0,4.384,0.9139068915658819
Sand & Gravel Supplier,125,1.0,5.0,4.064,1.4742083714932042
Gay & Lesbian Organization,125,1.0,5.0,4.064,1.1828342124717006
Castle,124,1.0,5.0,4.258064516129032,0.9700470841136143
Ready Mix Concrete Supplier,124,1.0,5.0,4.048387096774194,1.4752970692148004
Diabetes Equipment Supplier,124,1.0,5.0,4.717741935483871,0.8416059355467042
Poster Store,124,1.0,5.0,4.25,1.2791320736298573
Fountain,124,1.0,5.0,4.370967741935484,0.9496917936973018
National Museum,124,2.0,5.0,4.685483870967742,0.5894317986554463
Sandblasting Service,124,1.0,5.0,4.346774193548387,1.2881218118856
Monument Maker,124,1.0,5.0,4.693548387096774,0.7233326142310914
Education and Culture,124,1.0,5.0,3.967741935483871,1.3551196741377671
Taxicab Stand,124,1.0,5.0,4.540322580645161,1.1072502640000788
Roofing Supply Store,123,1.0,5.0,4.463414634146342,0.9859062813076056
Calvary Chapel Church,122,1.0,5.0,4.270491803278689,1.3238866224826267
Attorney Referral Service,121,1.0,5.0,4.5041322314049586,1.0963877579134487
